Date,Bitcoin My Wallet Number of Users,Bitcoin Market Price USD,Bitcoin USD Exchange Trade Volume,Bitcoin Difficulty,Bitcoin My Wallet Number of Transaction Per Day,Bitcoin My Wallet Transaction Volume,Bitcoin Average Block Size,Bitcoin api.blockchain Size,Bitcoin Miners Revenue,Bitcoin Hash Rate,Bitcoin Estimated Transaction Volume USD,Bitcoin Estimated Transaction Volume,Bitcoin Total Output Volume,Bitcoin Number of Transaction per Block,Bitcoin Number of Transactions Excluding Popular Addresses,Bitcoin Total Number of Transactions,Bitcoin Number of Transactions,Bitcoin Cost Per Transaction,Bitcoin Cost % of Transaction Volume,Total Bitcoins
08-31-11,2,6,"289,697","1,755,425",0,0,0,409,"43,748",13,"435,759","74,744","314,772",44,"6,808","1,561,032","6,808",6,10,"7,323,650"
08-30-11,2,6,"380,483","1,755,425",0,0,0,407,"46,553",13,"761,396","121,113","414,520",43,"8,078","1,554,224","8,078",6,6,"7,316,150"
08-29-11,2,7,"913,547","1,755,425",0,0,0,404,"47,266",12,"556,567","81,908","339,001",39,"7,420","1,546,146","7,420",6,8,"7,308,750"
08-28-11,2,6,"365,598","1,755,425",0,0,0,401,"34,194",11,"390,279","69,693","341,654",50,"6,272","1,538,726","6,272",5,9,"7,301,800"
08-27-11,2,5,"122,375","1,755,425",0,0,0,399,"41,770",15,"281,638","56,328","300,686",43,"5,775","1,532,454","5,775",7,15,"7,295,700"
08-26-11,2,5,"113,054","1,755,425",0,0,0,397,"30,910",11,"343,371","68,373","527,059",45,"6,181","1,526,679","6,181",5,9,"7,287,350"
08-25-11,2,5,"442,696","1,755,425",0,0,0,395,"32,986",11,"464,448","88,805","535,163",54,"6,042","1,520,498","6,042",5,7,"7,281,200"
08-24-11,2,6,"299,914","1,755,425",0,0,0,393,"42,123",13,"298,405","52,444","248,417",53,"6,040","1,514,456","6,040",7,14,"7,274,900"
08-23-11,2,6,"242,072","1,755,425",0,0,0,391,"45,542",13,"468,495","78,213","337,227",51,"6,515","1,508,416","6,515",7,10,"7,267,500"
08-22-11,2,6,"304,159","1,777,774",0,0,0,389,"42,525",12,"351,337","56,214","341,539",34,"6,564","1,501,901","6,564",6,12,"7,259,900"
08-21-11,2,7,"694,995","1,777,774",0,0,0,387,"46,062",11,"566,694","80,030","633,134",50,"6,422","1,495,337","6,422",7,8,"7,253,100"
08-20-11,2,7,"773,063","1,777,774",0,0,0,385,"51,090",12,"5,650,663","763,603","1,007,931",47,"6,301","1,488,915","6,301",8,1,"7,246,600"
08-19-11,2,6,"490,143","1,777,774",0,0,0,383,"44,425",13,"461,676","74,357","313,641",40,"6,453","1,482,614","6,453",7,10,"7,239,700"
08-18-11,2,7,"1,401,209","1,777,774",0,0,0,380,"48,629",12,"887,507","127,883","414,417",42,"7,266","1,476,161","7,266",7,5,"7,232,550"
08-17-11,2,7,"182,465","1,777,774",0,0,0,377,"45,749",11,"453,856","62,044","384,196",48,"6,481","1,468,895","6,481",7,10,"7,225,550"
08-16-11,2,8,"413,541","1,777,774",0,0,0,375,"55,915",13,"976,725","128,531","1,079,148",49,"7,178","1,462,414","7,178",8,6,"7,219,300"
08-15-11,2,8,"680,394","1,777,774",0,0,0,373,"57,474",13,"645,989","84,364","3,276,985",45,"7,705","1,455,236","7,705",7,9,"7,211,950"
08-14-11,2,8,"296,955","1,777,774",0,0,0,370,"65,255",14,"682,371","80,592","1,727,494",45,"7,281","1,447,531","7,281",9,10,"7,204,450"
08-13-11,2,9,"109,978","1,777,774",0,0,0,367,"54,220",11,"568,608","66,163","1,672,148",51,"6,612","1,440,250","6,612",8,10,"7,196,750"
08-12-11,2,9,"124,327","1,777,774",0,0,0,363,"61,920",13,"377,717","43,347","241,946",51,"6,325","1,433,638","6,325",10,16,"7,190,450"
08-11-11,2,8,"127,136","1,777,774",0,0,0,361,"68,884",14,"476,920","56,115","243,025",48,"6,917","1,427,313","6,917",10,14,"7,183,350"
08-10-11,2,8,"211,484","1,777,774",0,0,0,359,"53,696",11,"478,641","56,648","346,068",51,"7,222","1,420,396","7,222",7,11,"7,175,250"
08-09-11,2,9,"128,106","1,777,774",0,0,0,357,"68,040",13,"445,986","49,554","267,607",47,"7,280","1,413,174","7,280",9,15,"7,168,900"
08-08-11,2,9,"159,145","1,805,701",0,0,0,355,"70,961",14,"449,115","49,082","243,491",52,"7,846","1,405,894","7,846",9,16,"7,161,350"
08-07-11,2,9,"210,158","1,805,701",0,0,0,352,"59,304",11,"390,351","41,172","235,747",44,"7,807","1,398,048","7,807",8,15,"7,153,600"
08-06-11,2,9,"209,586","1,805,701",0,0,0,349,"54,074",10,"370,701","39,104","196,781",42,"5,453","1,390,241","5,453",10,15,"7,147,350"
08-05-11,2,9,"621,390","1,805,701",0,0,0,347,"59,716",12,"10,297,260","1,130,325","2,731,978",56,"6,988","1,384,788","6,988",9,1,"7,141,650"
08-04-11,2,10,"608,902","1,805,701",0,0,0,344,"79,362",14,"834,111","80,982","278,482",48,"7,479","1,377,800","7,479",11,10,"7,135,100"
08-03-11,2,11,"427,151","1,805,701",0,0,0,341,"70,245",11,"1,445,247","131,799","394,896",50,"7,082","1,370,321","7,082",10,5,"7,127,400"
08-02-11,2,11,"118,411","1,805,701",0,0,0,339,"74,773",12,"744,776","65,331","552,500",62,"7,333","1,363,239","7,333",10,10,"7,121,000"
08-01-11,2,11,"217,915","1,805,701",0,0,0,336,"97,722",15,"546,621","47,574","435,943",47,"7,425","1,355,906","7,425",13,18,"7,114,450"
07-31-11,2,12,"358,470","1,805,701",0,0,0,333,"101,289",16,"648,910","56,422","294,078",53,"7,924","1,348,481","7,924",13,16,"7,105,950"
07-30-11,2,12,"130,226","1,805,701",0,0,0,330,"84,085",13,"474,112","40,907","237,932",48,"7,355","1,340,557","7,355",11,18,"7,097,150"
07-29-11,2,12,"154,263","1,805,701",0,0,0,328,"85,606",13,"550,394","46,651","245,694",55,"7,125","1,333,202","7,125",12,16,"7,089,900"
07-28-11,2,12,"374,136","1,805,701",0,0,0,325,"79,800",12,"651,408","55,157","564,623",55,"7,787","1,326,077","7,787",10,12,"7,082,650"
07-27-11,2,12,"227,918","1,805,701",0,0,0,322,"92,263",14,"1,016,465","87,101","429,956",43,"7,457","1,318,290","7,457",12,9,"7,075,900"
07-26-11,2,11,"209,622","1,805,701",0,0,0,319,"72,964",12,"712,430","63,047","339,783",45,"8,128","1,310,833","8,128",9,10,"7,068,000"
07-25-11,2,11,"197,913","1,888,787",0,0,0,316,"76,917",13,"618,632","54,361","337,473",50,"9,259","1,302,705","9,259",8,12,"7,061,550"
07-24-11,2,12,"465,472","1,888,787",0,0,0,313,"85,121",13,"794,343","66,808","348,419",49,"8,347","1,293,446","8,347",10,11,"7,054,800"
07-23-11,2,11,"555,157","1,888,787",0,0,0,310,"69,227",12,"631,248","56,161","431,809",57,"7,621","1,285,099","7,621",9,11,"7,047,650"
07-22-11,2,10,"251,468","1,888,787",0,0,0,307,"64,380",12,"450,891","44,865","326,913",47,"7,386","1,277,478","7,386",9,14,"7,041,500"
07-21-11,2,10,"678,839","1,888,787",0,0,0,305,"67,842",13,"553,232","55,909","350,528",63,"7,064","1,270,092","7,064",10,12,"7,035,100"
07-20-11,2,10,"408,627","1,888,787",0,0,0,303,"70,931",13,"580,148","55,274","686,892",68,"8,116","1,263,028","8,116",9,12,"7,028,250"
07-19-11,2,11,"323,752","1,888,787",0,0,0,300,"88,906",16,"641,011","59,908","952,897",58,"8,382","1,254,912","8,382",11,14,"7,021,500"
07-18-11,2,12,"1,306,373","1,888,787",0,0,0,297,"80,598",12,"838,551","69,302","2,787,550",61,"8,638","1,246,530","8,638",9,10,"7,013,200"
07-17-11,2,9,"619,865","1,888,787",0,0,0,294,"57,412",12,"1,522,290","171,236","775,352",57,"7,110","1,237,892","7,110",8,4,"7,006,550"
07-16-11,2,10,"1,020,588","1,888,787",0,0,0,291,"63,426",12,"1,277,865","130,394","383,287",51,"6,725","1,230,782","6,725",9,5,"7,000,100"
07-15-11,2,11,"808,870","1,888,787",0,0,0,289,"68,277",12,"750,464","68,224","393,966",60,"7,080","1,224,057","7,080",10,9,"6,993,650"
07-14-11,2,12,"298,069","1,888,787",0,0,0,286,"79,764",13,"1,354,022","117,231","443,830",50,"7,308","1,216,977","7,308",11,6,"6,987,450"
07-13-11,2,11,"797,233","1,888,787",0,0,0,284,"76,485",12,"957,933","83,388","346,382",64,"8,251","1,209,669","8,251",9,8,"6,980,550"
07-12-11,2,13,"1,260,186","1,888,787",0,0,0,281,"104,237",15,"1,241,578","94,777","423,219",55,"8,054","1,201,418","8,054",13,8,"6,973,900"
07-11-11,2,13,"652,209","1,888,787",0,0,0,278,"98,952",14,"1,163,645","86,516","541,434",52,"8,813","1,193,364","8,813",11,9,"6,965,950"
07-10-11,2,14,"135,324","1,888,787",0,0,0,275,"118,658",16,"784,067","57,864","398,552",57,"8,032","1,184,551","8,032",15,15,"6,958,600"
07-09-11,2,15,"701,180","1,690,896",0,0,0,272,"125,249",14,"797,357","53,514","585,273",52,"7,429","1,176,519","7,429",17,16,"6,949,850"
07-08-11,2,14,"86,920","1,690,896",0,0,0,269,"104,963",13,"687,360","49,809","374,677",62,"6,854","1,169,090","6,854",15,15,"6,941,450"
07-07-11,2,14,"267,373","1,690,896",0,0,0,267,"111,173",14,"1,124,147","81,460","1,609,181",50,"7,460","1,162,236","7,460",15,10,"6,933,850"
07-06-11,2,14,"340,785","1,690,896",0,0,0,264,"116,998",14,"1,298,118","92,723","2,869,316",59,"7,818","1,154,776","7,818",15,9,"6,925,800"
07-05-11,2,14,"202,130","1,690,896",0,0,0,261,"127,297",15,"877,234","62,083","1,008,446",45,"8,329","1,146,958","8,329",15,15,"6,917,450"
07-04-11,2,14,"317,894","1,690,896",0,0,0,258,"121,795",14,"889,346","61,760","1,233,720",44,"8,401","1,138,629","8,401",14,14,"6,908,450"
07-03-11,2,15,"663,203","1,690,896",0,0,0,255,"115,900",13,"1,017,419","69,025","1,478,083",45,"9,555","1,130,228","9,555",12,11,"6,900,000"
07-02-11,2,14,"311,925","1,690,896",0,0,0,251,"123,122",15,"579,072","41,421","640,016",46,"7,866","1,120,673","7,866",16,21,"6,892,150"
07-01-11,2,14,"243,135","1,690,896",0,0,0,248,"101,045",12,"749,923","53,874","1,132,000",46,"8,034","1,112,807","8,034",13,13,"6,883,350"
06-30-11,2,14,"291,788","1,690,896",0,0,0,245,"99,816",12,"799,642","57,368","717,268",46,"8,437","1,104,773","8,437",12,12,"6,876,100"
06-29-11,2,14,"493,514","1,690,896",0,0,0,242,"108,152",13,"788,316","56,555","1,472,834",49,"8,608","1,096,336","8,608",13,14,"6,868,950"
06-28-11,2,14,"274,899","1,690,896",0,0,0,239,"100,540",12,"787,825","56,113","2,284,316",60,"8,545","1,087,728","8,545",12,13,"6,861,200"
06-27-11,2,15,"1,463,549","1,563,028",0,0,0,236,"120,790",13,"1,159,599","78,884","3,298,360",44,"9,863","1,079,183","9,863",12,10,"6,854,050"
06-26-11,2,14,"622,349","1,563,028",0,0,0,232,"104,866",12,"2,566,237","187,452","1,191,448",55,"8,185","1,069,320","8,185",13,4,"6,845,850"
06-25-11,2,14,"501,223","1,563,028",0,0,0,228,"118,130",13,"654,844","46,909","1,043,977",59,"9,110","1,061,135","9,110",13,18,"6,838,200"
06-24-11,2,14,"407,703","1,563,028",0,0,0,225,"112,278",12,"611,225","43,349","462,605",55,"7,821","1,052,025","7,821",14,18,"6,829,750"
06-23-11,2,14,"300,479","1,563,028",0,0,0,222,"115,301",13,"712,134","49,800","2,069,623",59,"8,630","1,044,204","8,630",13,16,"6,821,800"
06-22-11,2,14,"217,006","1,563,028",0,0,0,219,"108,767",12,"708,563","50,253","1,118,040",60,"8,419","1,035,574","8,419",13,15,"6,813,750"
06-21-11,2,14,"175,243","1,563,028",0,0,0,216,"129,685",14,"783,567","55,376","1,210,875",53,"9,575","1,027,155","9,575",14,17,"6,806,050"
06-20-11,2,15,"455,701","1,563,028",0,0,0,213,"105,583",11,"830,828","56,751","693,215",53,"8,795","1,017,580","8,795",12,13,"6,796,900"
06-19-11,2,15,"933,281","1,563,028",0,0,0,210,"113,437",12,"1,042,605","68,593","1,007,736",49,"9,867","1,008,785","9,867",11,11,"6,789,700"
06-18-11,2,16,"550,093","1,563,028",0,0,0,207,"113,084",11,"814,691","51,957","3,308,052",53,"8,057","998,918","8,057",14,14,"6,782,250"
06-17-11,2,15,"246,365","1,563,028",0,0,0,204,"118,695",12,"763,944","50,930","1,209,557",54,"8,397","990,861","8,397",14,16,"6,775,050"
06-16-11,2,16,"699,955","1,563,028",0,0,0,201,"115,178",11,"780,059","49,867","351,140",52,"8,211","982,464","8,211",14,15,"6,767,150"
06-15-11,2,16,"1,312,710","1,563,028",0,0,0,198,"110,728",11,"1,041,229","64,076","471,109",61,"9,392","974,253","9,392",12,11,"6,759,800"
06-14-11,2,17,"2,035,936","1,379,192",0,0,0,194,"128,997",11,"1,426,877","86,477","641,729",66,"11,053","964,861","11,053",12,9,"6,753,000"
06-13-11,2,15,"1,062,944","1,379,192",0,0,0,190,"113,505",10,"1,298,978","86,599","339,655",55,"8,481","953,808","8,481",13,9,"6,745,200"
06-12-11,2,16,"599,887","1,379,192",0,0,0,187,"130,208",11,"962,698","60,738","1,503,044",53,"9,495","945,327","9,495",14,14,"6,737,650"
06-11-11,2,16,"310,853","1,379,192",0,0,0,184,"125,788",11,"691,108","44,020","475,146",55,"7,973","935,832","7,973",16,18,"6,729,450"
06-10-11,2,16,"603,043","1,379,192",0,0,0,181,"144,568",12,"1,501,123","91,032","927,541",69,"9,454","927,859","9,454",15,10,"6,721,450"
06-09-11,2,17,"736,390","1,379,192",0,0,0,177,"153,272",12,"1,731,314","101,842","1,261,004",70,"9,450","918,405","9,450",16,9,"6,712,700"
06-08-11,2,18,"375,639","1,379,192",0,0,0,174,"158,690",12,"1,747,351","99,849","1,678,316",56,"9,885","908,955","9,885",16,9,"6,703,700"
06-07-11,2,17,"363,948","1,379,192",0,0,0,171,"153,451",12,"1,364,842","78,893","5,122,235",57,"10,158","899,070","10,158",15,11,"6,694,650"
06-06-11,2,18,"481,289","1,379,192",0,0,0,167,"134,396",10,"2,629,087","150,062","4,785,677",49,"10,892","888,912","10,892",12,5,"6,685,800"
06-05-11,2,18,"875,475","1,379,192",0,0,0,163,"144,504",11,"1,745,381","96,966","2,876,426",54,"11,438","878,020","11,438",13,8,"6,678,150"
06-04-11,2,18,"86,763","1,379,192",0,0,0,158,"136,088",11,"1,101,639","62,915","6,549,819",52,"10,298","866,582","10,298",13,12,"6,670,150"
06-03-11,2,18,"99,287","1,379,192",0,0,0,155,"133,250",10,"1,944,141","110,463","6,997,337",54,"9,517","856,284","9,517",14,7,"6,662,400"
06-02-11,2,17,"86,390","1,379,192",0,0,0,152,"201,252",16,"1,777,963","106,146","4,528,661",57,"11,134","846,767","11,134",18,11,"6,654,850"
06-01-11,2,16,"82,000","876,954",0,0,0,148,"190,656",10,"7,615,913","475,995","1,682,473",71,"10,512","835,633","10,512",18,3,"6,642,850"
05-31-11,2,15,"42,549","876,954",0,0,0,144,"203,431",12,"1,843,731","122,507","3,232,504",71,"11,810","825,121","11,810",17,11,"6,630,950"
05-30-11,2,16,"71,190","876,954",0,0,0,140,"179,304",10,"1,771,098","114,264","1,307,009",66,"9,152","813,311","9,152",20,10,"6,617,450"
05-29-11,2,17,"64,800","876,954",0,0,0,137,"201,624",10,"14,519,535","836,861","5,015,070",63,"11,278","804,159","11,278",18,1,"6,605,900"
05-28-11,2,19,"835,714","876,954",0,0,0,133,"207,190",10,"2,125,491","112,599","1,301,575",46,"11,478","792,881","11,478",18,10,"6,594,300"
05-27-11,2,17,"1,024,462","876,954",0,0,0,129,"174,236",9,"1,998,701","116,204","1,375,764",44,"12,025","781,403","12,025",14,9,"6,583,350"
05-26-11,2,19,"2,014,004","876,954",0,0,0,125,"175,090",8,"2,965,232","152,927","2,938,717",43,"11,548","769,378","11,548",15,6,"6,573,250"
05-25-11,2,20,"618,742","876,954",0,0,0,121,"201,217",9,"2,639,725","132,251","9,235,676",39,"11,777","757,830","11,777",17,8,"6,564,250"
05-24-11,2,20,"600,490","876,954",0,0,0,117,"282,840",12,"2,451,236","122,562","2,041,254",48,"14,172","746,053","14,172",20,12,"6,554,200"
05-23-11,2,21,"1,337,715","567,270",0,0,0,112,"236,830",6,"6,262,642","298,363","1,555,268",52,"12,602","731,881","12,602",19,4,"6,540,100"
05-22-11,2,25,"1,460,526","567,270",0,0,0,108,"301,105",7,"3,777,160","154,170","1,307,769",59,"12,238","719,279","12,238",25,8,"6,528,850"
05-21-11,2,25,"5,850,719","567,270",0,0,0,103,"298,406",7,"15,503,803","620,400","1,875,945",64,"11,668","707,041","11,668",26,2,"6,516,600"
05-20-11,2,30,"4,050,559","567,270",0,0,0,99,"349,080",7,"4,622,649","154,088","1,390,639",58,"11,162","695,373","11,162",31,8,"6,504,700"
05-19-11,2,35,"2,004,326","567,270",0,0,0,95,"396,795",6,"3,843,920","109,826","865,325",50,"11,233","684,211","11,233",35,10,"6,493,100"
05-18-11,2,32,"2,910,528","567,270",0,0,0,91,"335,412",6,"5,586,476","177,348","791,144",56,"12,167","672,978","12,167",28,6,"6,481,800"
05-17-11,2,32,"3,238,531","567,270",0,0,0,86,"293,220",5,"4,909,663","153,860","682,341",49,"11,394","660,811","11,394",26,6,"6,471,200"
05-16-11,2,19,"515,246","567,270",0,0,0,82,"161,591",5,"1,363,724","71,549","570,309",49,"8,704","649,417","8,704",19,12,"6,462,050"
05-15-11,2,19,"1,094,080","567,270",0,0,0,79,"240,875",7,"2,089,946","108,682","834,088",48,"9,808","640,713","9,808",25,12,"6,453,600"
05-14-11,2,19,"447,742","434,877",0,0,0,76,"198,016",4,"1,730,478","91,087","486,337",49,"8,161","630,905","8,161",24,11,"6,441,100"
05-13-11,2,17,"889,344","434,877",0,0,0,73,"188,568",5,"1,521,884","87,414","514,582",57,"8,773","622,744","8,773",21,12,"6,430,700"
05-12-11,2,14,"930,152","434,877",0,0,0,70,"145,517",4,"2,219,953","155,241","600,652",62,"8,374","613,971","8,374",17,7,"6,419,900"
05-11-11,2,11,"540,577","434,877",0,0,0,67,"100,679",4,"856,819","81,061","330,587",51,"7,157","605,597","7,157",14,12,"6,409,750"
05-10-11,2,9,"395,779","434,877",0,0,0,65,"83,777",4,"591,030","62,936","259,862",39,"6,069","598,440","6,069",14,14,"6,400,250"
05-09-11,2,9,"331,558","434,877",0,0,0,63,"71,438",3,"636,881","67,042","295,011",39,"6,203","592,371","6,203",12,11,"6,391,350"
05-08-11,2,9,"120,297","434,877",0,0,0,61,"68,985",3,"437,182","48,576","262,666",40,"4,835","586,168","4,835",14,16,"6,383,850"
05-07-11,2,8,"73,006","434,877",0,0,0,60,"73,637",4,"526,541","61,952","262,940",41,"4,725","581,333","4,725",16,14,"6,376,200"
05-06-11,2,9,"117,324","434,877",0,0,0,59,"67,810",3,"417,034","47,743","235,609",37,"5,054","576,608","5,054",13,16,"6,367,550"
05-05-11,2,9,"168,676","434,877",0,0,0,58,"88,451",4,"3,111,304","348,801","596,237",34,"5,491","571,554","5,491",16,3,"6,359,800"
05-04-11,2,9,"658,608","244,112",0,0,0,56,"148,534",4,"828,721","88,823","434,393",41,"6,818","566,063","6,818",22,18,"6,349,900"
05-03-11,2,8,"246,556","244,112",0,0,0,54,"109,804",4,"566,716","75,461","407,507",31,"6,172","559,245","6,172",18,19,"6,334,000"
05-02-11,2,7,"100,498","244,112",0,0,0,52,"106,337",4,"411,273","57,121","332,288",27,"5,562","553,073","5,562",19,26,"6,319,400"
05-01-11,2,7,"288,516","244,112",0,0,0,50,"103,324",3,"656,643","88,140","462,052",32,"5,775","547,511","5,775",18,16,"6,304,650"
04-30-11,2,7,"147,283","244,112",0,0,0,48,"84,086",3,"1,649,403","249,531","902,284",27,"5,447","541,736","5,447",15,5,"6,290,800"
04-29-11,2,7,"347,598","244,112",0,0,0,46,"70,454",3,"2,827,342","428,152","694,879",21,"4,822","536,289","4,822",15,2,"6,278,100"
04-28-11,2,7,"174,855","244,112",0,0,0,45,"79,634",3,"436,590","61,492","319,317",21,"4,803","531,467","4,803",17,18,"6,267,450"
04-27-11,2,7,"179,824","244,112",0,0,0,44,"66,559",2,"408,467","55,649","166,850",18,"5,131","526,664","5,131",13,16,"6,256,250"
04-26-11,2,8,"207,908","157,416",0,0,0,42,"111,543",2,"632,200","80,290","187,536",20,"4,997","521,533","4,997",22,18,"6,247,200"
04-25-11,2,8,"285,798","157,416",0,0,0,40,"109,166",2,"1,159,406","138,205","297,604",21,"4,355","516,536","4,355",25,9,"6,233,050"
04-24-11,2,9,"359,377","157,416",0,0,0,39,"95,328",2,"529,896","62,341","207,535",22,"4,160","512,181","4,160",23,18,"6,220,050"
04-23-11,2,9,"387,949","157,416",0,0,0,38,"97,590",2,"2,326,710","272,130","442,071",21,"3,990","508,021","3,990",24,4,"6,208,850"
04-22-11,2,9,"321,728","157,416",0,0,0,37,"110,476",2,"5,839,842","656,162","1,691,796",28,"4,349","504,031","4,349",25,2,"6,197,450"
04-21-11,2,8,"541,304","157,416",0,0,0,36,"85,015",2,"2,737,966","324,020","467,029",17,"4,404","499,682","4,404",19,3,"6,185,050"
04-20-11,2,6,"170,586","157,416",0,0,0,35,"48,820",1,"604,958","101,674","212,128",16,"2,636","495,278","2,636",19,8,"6,175,000"
04-19-11,2,6,"346,484","157,416",0,0,0,34,"56,762",1,"692,885","114,243","185,354",18,"3,272","492,642","3,272",17,8,"6,166,800"
04-18-11,2,5,"228,990","157,416",0,0,0,33,"52,036",2,"543,880","104,592","566,091",17,"3,147","489,370","3,147",17,10,"6,157,450"
04-17-11,2,4,"53,300","109,670",0,0,0,32,"49,059",1,"285,840","72,603","380,677",17,"3,560","486,223","3,560",14,17,"6,147,450"
04-16-11,2,4,"73,004","109,670",0,0,0,31,"40,190",1,"309,849","79,448","338,722",21,"2,777","482,663","2,777",14,13,"6,135,000"
04-15-11,2,4,"51,864","109,670",0,0,0,30,"40,537",1,"369,563","99,882","299,763",16,"3,889","479,886","3,889",10,11,"6,124,700"
04-14-11,2,4,"83,833","109,670",0,0,0,29,"35,850",1,"354,735","98,543","224,152",17,"3,249","475,997","3,249",11,10,"6,113,750"
04-13-11,2,4,"50,319","109,670",0,0,0,28,"39,925",1,"267,356","76,387","159,916",15,"3,399","472,748","3,399",12,15,"6,103,800"
04-12-11,2,4,"68,236","109,670",0,0,0,27,"33,312",1,"659,930","184,338","305,518",14,"2,967","469,349","2,967",11,5,"6,092,400"
04-11-11,2,3,"45,080","109,670",0,0,0,26,"36,135",1,"321,812","92,210","180,504",13,"3,235","466,382","3,235",11,11,"6,083,100"
04-10-11,2,3,"85,423","109,670",0,0,0,25,"31,126",1,"215,720","61,723","131,623",17,"2,519","463,147","2,519",12,14,"6,072,750"
04-09-11,2,4,"195,813","109,670",0,0,0,24,"40,127",1,"327,093","79,974","203,700",16,"4,648","460,628","4,648",9,12,"6,063,850"
04-08-11,2,4,"349,702","109,670",0,0,0,23,"38,424",1,"1,202,538","289,771","400,624",14,"4,022","455,980","4,022",10,3,"6,054,050"
04-07-11,2,3,"104,007","92,348",0,0,0,22,"27,289",1,"550,045","203,720","771,476",15,"3,474","451,958","3,474",8,5,"6,044,800"
04-06-11,2,3,"265,782","92,348",0,0,0,21,"21,083",1,"294,932","111,295","232,589",15,"3,618","448,484","3,618",6,7,"6,034,700"
04-05-11,2,2,"58,970","92,348",0,0,0,20,"18,541",1,"105,119","53,907","206,468",14,"4,550","444,866","4,550",4,18,"6,026,750"
04-04-11,2,2,"35,060","92,348",0,0,0,19,"16,703",1,"110,594","63,927","146,696",23,"2,753","440,316","2,753",6,15,"6,017,250"
04-03-11,2,2,"26,233","92,348",0,0,0,19,"16,001",1,"76,427","44,931","103,285",21,"2,516","437,563","2,516",6,21,"6,007,600"
04-02-11,2,2,"83,821","92,348",0,0,0,18,"15,419",1,"161,867","83,009","164,012",17,"2,496","435,047","2,496",6,10,"5,998,200"
04-01-11,2,2,"76,280","92,348",0,0,0,17,"13,174",1,"128,333","82,849","136,772",22,"2,100","432,551","2,100",6,10,"5,990,300"
03-31-11,2,1,"56,032","92,348",0,0,0,17,"11,527",1,"180,531","135,533","465,319",23,"2,262","430,451","2,262",5,6,"5,981,800"
03-30-11,2,1,"36,694","92,348",0,0,0,17,"9,886",1,"73,586","61,429","136,189",14,"1,912","428,189","1,912",5,13,"5,973,150"
03-29-11,2,1,"27,025","92,348",0,0,0,17,"8,633",1,"808,384","674,834","5,272,340",13,"3,173","426,277","3,173",3,1,"5,964,900"
03-28-11,2,1,"16,395","92,348",0,0,0,16,"8,395",1,"2,000,468","1,681,065","2,177,926",15,"3,567","423,104","3,567",2,0,"5,957,700"
03-27-11,2,1,"45,945","92,348",0,0,0,15,"9,362",1,"87,551","72,965","132,200",12,"2,711","419,537","2,711",3,11,"5,950,650"
03-26-11,2,1,"16,441","82,346",0,0,0,15,"9,658",1,"780,771","719,605","1,376,827",13,"2,320","416,826","2,320",4,1,"5,942,850"
03-25-11,2,1,"29,328","82,346",0,0,0,15,"9,147",1,"152,420","139,197","287,526",11,"1,980","414,506","1,980",5,6,"5,933,950"
03-24-11,2,1,"75,392","82,346",0,0,0,15,"7,360",1,"100,098","91,834","141,474",22,"2,001","412,526","2,001",4,7,"5,925,600"
03-23-11,2,1,"10,783","82,346",0,0,0,15,"7,675",1,"45,784","48,707","126,116",25,"2,968","410,525","2,968",3,17,"5,918,850"
03-22-11,2,1,"51,760","82,346",0,0,0,15,"10,053",1,"74,439","74,439","191,555",17,"2,480","407,557","2,480",4,14,"5,910,700"
03-21-11,2,1,"37,800","82,346",0,0,0,15,"7,494",1,"69,521","77,504","137,646",13,"2,019","405,077","2,019",4,11,"5,900,650"
03-20-11,2,1,"8,788","82,346",0,0,0,15,"6,017",1,"36,299","46,477","85,910",11,"1,879","403,058","1,879",3,17,"5,892,300"
03-19-11,2,1,"2,298","82,346",0,0,0,15,"6,379",1,"37,178","48,990","103,251",14,"1,653","401,179","1,653",4,17,"5,884,600"
03-18-11,2,1,"9,556","82,346",0,0,0,15,"6,105",1,"48,280","62,897","145,607",18,"1,749","399,526","1,749",3,13,"5,876,200"
03-17-11,2,1,"16,425","82,346",0,0,0,15,"6,235",1,"39,878","49,910","131,707",12,"1,700","397,777","1,700",4,16,"5,868,250"
03-16-11,2,1,"8,756","82,346",0,0,0,15,"6,221",1,"51,998","67,732","122,172",12,"1,842","396,077","1,842",3,12,"5,860,450"
03-15-11,2,1,"6,549","82,346",0,0,0,15,"5,201",1,"27,403","36,643","94,075",12,"1,768","394,235","1,768",3,19,"5,852,350"
03-14-11,2,1,"11,855","68,978",0,0,0,15,"7,175",1,"45,955","64,725","151,570",9,"2,272","392,467","2,272",3,16,"5,845,400"
03-13-11,2,1,"16,757","68,978",0,0,0,15,"7,114",1,"39,393","49,865","127,820",11,"2,327","390,195","2,327",3,18,"5,835,300"
03-12-11,2,1,"3,395","68,978",0,0,0,15,"6,681",1,"45,209","56,526","107,196",10,"1,603","387,868","1,603",4,15,"5,826,300"
03-11-11,2,1,"1,753","68,978",0,0,0,15,"7,533",1,"26,398","33,123","87,625",11,"1,804","386,265","1,804",4,29,"5,817,950"
03-10-11,2,1,"2,951","68,978",0,0,0,15,"7,002",1,"38,322","47,904","90,372",12,"1,573","384,461","1,573",4,18,"5,808,500"
03-09-11,2,1,"4,742","68,978",0,0,0,15,"8,093",1,"49,935","62,342","158,394",11,"2,206","382,888","2,206",4,16,"5,799,750"
